time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
1997-10-15T02:54:24.000Z,-16.077,-73.505,71.6,5.7,mb,273,,,,centennial,centennial19971015025424,2013-07-09T19:08:27.000Z,"near the coast of southern Peru",earthquake
1996-12-08T09:15:54.000Z,-16.228,-73.59,55.2,4.2,mb,,,,0.91,pde,pde19961208091554000_55,2013-03-16T00:49:08.872Z,"near the coast of southern Peru",earthquake
1996-01-06T18:42:59.140Z,-16.087,-73.676,68.2,4.1,mb,,,,1.2,pde,pde19960106184259140_68,2013-03-16T00:45:54.458Z,"near the coast of southern Peru",earthquake
1995-08-20T19:43:55.770Z,-16.384,-73.562,78.9,4.4,mb,,,,1.1,pde,pde19950820194355770_78,2013-03-16T00:44:15.930Z,"near the coast of southern Peru",earthquake
1995-03-20T15:35:49.860Z,-16.397,-73.506,33.9,4.4,mb,,,,1.1,pde,pde19950320153549860_33,2013-03-16T00:42:38.152Z,"near the coast of southern Peru",earthquake
1994-07-14T22:09:33.980Z,-16.14,-73.43,36.8,4.8,mb,,,,1.5,pde,pde19940714220933980_36,2013-03-16T00:40:17.687Z,"near the coast of southern Peru",earthquake
1992-12-14T12:49:49.890Z,-16.42,-73.625,33,4.7,mb,,,,1.5,pde,pde19921214124949890_33,2013-03-16T00:34:38.291Z,"near the coast of southern Peru",earthquake
1991-07-24T03:27:51.580Z,-16.028,-73.657,55.5,5.3,mw,,,,1.2,pde,pde19910724032751580_55,2013-03-16T00:30:11.218Z,"near the coast of southern Peru",earthquake
1988-01-05T08:54:10.220Z,-16.05,-73.541,91.8,5,mb,,,,0.7,pde,pde19880105085410220_91,2013-03-16T00:20:25.417Z,"near the coast of southern Peru",earthquake
1986-06-27T21:48:55.200Z,-16.188,-73.536,79.9,5,mb,,,,1.1,pde,pde19860627214855200_79,2013-03-16T00:16:28.400Z,"near the coast of southern Peru",earthquake
1985-06-26T10:27:06.470Z,-16.426,-73.675,70.1,4.7,mb,,,,1.2,pde,pde19850626102706470_70,2013-03-16T00:12:29.429Z,"near the coast of southern Peru",earthquake
1983-08-17T22:15:40.910Z,-16.416,-73.618,33,4.2,mb,,,,1.5,pde,pde19830817221540910_33,2013-03-16T00:06:38.825Z,"near the coast of southern Peru",earthquake
1982-12-20T07:28:12.790Z,-16.3,-73.506,86.7,4.6,mb,,,,0.9,pde,pde19821220072812790_86,2013-03-16T00:04:33.620Z,"near the coast of southern Peru",earthquake
1982-11-22T04:20:30.860Z,-16.466,-73.518,33,4.9,mb,,,,1.3,pde,pde19821122042030860_33,2013-03-16T00:04:20.986Z,"near the coast of southern Peru",earthquake
1982-10-16T11:12:15.510Z,-16.201,-73.776,34,5,mb,,,,1.3,pde,pde19821016111215510_34,2013-03-16T00:04:02.102Z,"near the coast of southern Peru",earthquake
