time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
1990-10-22T18:55:07.000Z,37.692,-122.513,10,2.4,ml,,,,,pde,pde19901022185507000_10,2013-03-16T00:28:14.168Z,"offshore Northern California",earthquake
1990-05-14T22:31:29.900Z,37.632,-122.473,8,2.8,ml,,,,,pde,pde19900514223129900_8,2013-03-16T00:26:50.990Z,"San Francisco Bay area, California",earthquake
1989-11-06T23:37:24.500Z,37.642,-122.488,9,3.3,ml,,,,,pde,pde19891106233724500_9,2013-03-16T00:25:18.999Z,"San Francisco Bay area, California",earthquake
1989-07-12T19:07:23.800Z,37.722,-122.572,11,2.8,ml,,,,,pde,pde19890712190723800_11,2013-03-16T00:24:23.100Z,"offshore Northern California",earthquake
1989-01-17T22:39:54.200Z,37.815,-122.598,12,2.6,ml,,,,,pde,pde19890117223954200_12,2013-03-16T00:22:57.993Z,"offshore Northern California",earthquake
1988-03-25T03:57:22.300Z,37.662,-122.485,11,2.5,ml,,,,,pde,pde19880325035722300_11,2013-03-16T00:20:57.610Z,"San Francisco Bay area, California",earthquake
1987-12-30T01:09:10.900Z,37.782,-122.585,11,3.1,ml,,,,,pde,pde19871230010910900_11,2013-03-16T00:20:21.537Z,"offshore Northern California",earthquake
1987-09-19T18:33:59.300Z,37.785,-122.577,12,3.3,ml,,,,,pde,pde19870919183359300_12,2013-03-16T00:19:40.482Z,"offshore Northern California",earthquake
1987-02-01T17:53:19.000Z,37.71,-122.515,9,3.5,ml,,,,,pde,pde19870201175319000_9,2013-03-16T00:18:06.974Z,"offshore Northern California",earthquake
1987-02-01T14:51:51.300Z,37.717,-122.525,9,3,ml,,,,,pde,pde19870201145151300_9,2013-03-16T00:18:06.884Z,"offshore Northern California",earthquake
1986-12-25T13:28:28.100Z,37.748,-122.565,9,2.6,ml,,,,,pde,pde19861225132828100_9,2013-03-16T00:17:49.799Z,"offshore Northern California",earthquake
1986-11-02T03:46:14.500Z,37.638,-122.483,9,3,ml,,,,,pde,pde19861102034614500_9,2013-03-16T00:17:30.533Z,"San Francisco Bay area, California",earthquake
1986-03-09T01:28:13.000Z,37.672,-122.498,7,3.1,ml,,,,,pde,pde19860309012813000_7,2013-03-16T00:14:42.322Z,"offshore Northern California",earthquake
